2.2371369462292, 2.1614984961854, 2.5452008454708
6.445418486416, 7.0334798187481, 6.4870677169271
6.1506295505596, 6.6194004990637, 5.2157538316904
7.132407677728, 7.5314017467387, 6.9123490015938
4.6147455984054, 4.8521607164806, 3.4422385875394
0, 0, 0
6.1521335332758, 5.9692306579012, 5.5258913036761
7.253304737279, 7.7255289252502, 7.0051088885136
2.7553188519732, 2.5254906987058, 2.3738878763846
0, 0, 0
0, 0, 0
0, 0, 0
4.8832344901946, 3.8191756951822, 3.4067181180641
0, 0, 0
5.877716408172, 5.606277737939, 5.3349863702803
7.2536955839992, 7.3574696714185, 6.897944704944
2.5122183138693, 2.5582973867545, 2.4072598458438
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
2.4342656739586, 2.4583500695079, 2.3122131834414
0, 0, 0
0, 0, 0
0, 0, 0
4.275781675098, 3.5001819434972, 3.2558350322497
0, 0, 0
5.8820320196548, 5.0865491010143, 5.4802076248174
7.2616822077462, 7.4424968448334, 6.7020209348543
2.4204441660576, 2.5032032369509, 2.6769907930999
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
2.3358612445128, 2.3674076034518, 2.6193323512807
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
2.3776072787561, 2.3139312008202, 2.4769935715616
0, 0, 0
0, 0, 0
0, 0, 0
4.0481980513524, 3.0893712458488, 3.0429762804363
0, 0, 0
5.7676154691324, 5.2164197147653, 4.9278350826876
7.381705811847, 6.8563140462614, 6.4014409616785
3.4211987013774, 4.2429562542772, 4.8228946633714
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
3.6726501093105, 3.9343670729874, 5.1716819858919
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
2.8403261383222, 3.971446251836, 4.7308048130901
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
3.3622004949488, 2.7319657932921, 4.2845699422063
0, 0, 0
0, 0, 0
0, 0, 0
4.3462282152052, 3.7991966071049, 4.2055920800473
0, 0, 0
5.6393180958079, 5.1686925874049, 5.0617323904379
7.22190097988, 6.5041437669243, 6.509844664527
5.185720759888, 6.1139249694557, 6.3192149007175
6.6295569189319, 6.9810409456957, 7.2814503033523
0, 0, 0
7.9126345736084, 8.3527919352344, 7.8733383800934
0, 0, 0
0, 0, 0
0, 0, 0
8.4942412220396, 8.9020999054557, 8.3820511115723
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
8.871289380373, 9.083259694546, 8.4856634563821
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
9.3805769919449, 9.4844705654368, 8.8902298617405
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
9.4981068415742, 9.5287650927711, 8.656913739834
5.4318113290826, 5.9528754845198, 5.6524691732583
7.0008417707278, 7.5333089905334, 6.9629660845066
0, 0, 0
8.2574000742388, 8.7597526181412, 8.3461786957393
0, 0, 0
0, 0, 0
0, 0, 0
9.0029770600538, 9.2958257546755, 9.0138463594586
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
9.5503078637799, 9.704985073385, 9.5112837893149
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
9.8885346287451, 9.9988928828395, 9.751077321197
5.3896603525971, 5.6601433910108, 5.9848232564802
7.1342662059464, 7.5200137049467, 7.4321751826503
0, 0, 0
8.4034859389765, 9.0844119826262, 8.9173984952426
0, 0, 0
0, 0, 0
0, 0, 0
9.2196044668126, 9.6107943078266, 9.6713763117312
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
9.8639304876164, 9.9303256050414, 9.864125045153
5.5324585220877, 5.6190228068308, 6.0511369812008
6.7321958521106, 7.637376664459, 7.4826041014123
0, 0, 0
8.9643175916737, 9.4304322320567, 9.4522287556645
0, 0, 0
0, 0, 0
0, 0, 0
9.7004734226563, 9.9754990150563, 9.9515698329618
4.7748191296265, 5.3145620584868, 6.0730555830828
6.5221060258052, 6.7841872161439, 7.6890122005591
0, 0, 0
8.1368737434427, 9.437885251103, 9.7648071329367
4.983112588739, 5.274002676565, 5.7317939613177
6.682275352745, 6.8257203166047, 7.3967125567055
5.8069678803584, 5.6429378782943, 5.8888367471074
9.9999999994308, 9.9999978578205, 9.9999999994344
